book_id,isbn,isbn13,authors,original_publication_year,original_title,title,average_rating
5483,60833459,9780060833460,Peter F. Drucker,1966,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),4.11
5484,1632150190,9781632150200,"Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles",2014,"The Wicked + The Divine, Vol. 1: The Faust Act","The Wicked + The Divine, Vol. 1: The Faust Act",3.9
5485,553808036,9780553808030,Dean Koontz,2013,Innocence,Innocence,3.69
5486,399154779,9780399154780,John Sandford,2004,Dark of the Moon,"Dark of the Moon (Virgil Flowers, #1)",4.0
5487,1401917593,9781401917590,"Esther Hicks, Jerry Hicks",2006,The Law of Attraction: The Basics of the Teachings of Abraham,The Law of Attraction: The Basics of the Teachings of Abraham,4.15
5488,1423157524,9781423157530,Alexandra Bracken,2014,In The Afterlight,"In The Afterlight (The Darkest Minds, #3)",4.36
5489,373210450,9780373210460,Aimee Carter,2012,Goddess Interrupted,"Goddess Interrupted (Goddess Test, #2)",4.02
5490,689859384,9780689859380,"Holly Black, Tony DiTerlizzi",2003,Lucinda’s Secret,"Lucinda's Secret (The Spiderwick Chronicles, #3)",3.87
5491,688213855,9780688213860,"Beverly Cleary, Tracy Dockray",1950,Henry Huggins,"Henry Huggins (Henry Huggins, #1)",3.97
5492,64434516,9780064434520,"Russell Hoban, Garth Williams",1960,Bedtime for Frances,Bedtime for Frances,4.14
5493,4770020678,9784770020670,"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton",1981,窓ぎわのトットちゃん,Totto-chan: The Little Girl at the Window,4.3
5494,804178429,9780804178430,Joe Abercrombie,2015,Half the World,"Half the World (Shattered Sea, #2)",4.2
5495,375758259,9780375758260,Roger Lowenstein,2000,When Genius Failed: The Rise and Fall of Long-Term Capital Management,When Genius Failed: The Rise and Fall of Long-Term Capital Management,4.16
5496,1590303164,9781590303160,Natalie Goldberg,1986,Writing Down the Bones: Freeing the Writer Within,Writing Down the Bones: Freeing the Writer Within,4.17
5497,316000981,9780316000990,Darren Shan,2002,"Hunters of the Dusk (Cirque Du Freak, #7)","Hunters of the Dusk (Cirque Du Freak, #7)",4.17
5498,886777631,9780886777630,Tad Williams,1996,City of Golden Shadow,"City of Golden Shadow (Otherland, #1)",3.9
5499,425217299,9780425217290,Charlaine Harris,2007,An Ice Cold Grave,"An Ice Cold Grave (Harper Connelly, #3)",3.95
5501,316089516,9780316089520,"James Patterson, Liza Marklund",2010,The Postcard Killers,The Postcard Killers,3.78
5502,1421536382,9781421536380,"Julietta Suzuki, Tomo Kimura",2008,神様はじめました 1,"Kamisama Kiss, Vol. 1",4.38
5504,689869118,9780689869110,D.J. MacHale,2004,Black Water,"Black Water (Pendragon, #5)",4.16
5505,425093255,9780425093250,Agatha Christie,1942,Five Little Pigs,"Five Little Pigs (Hercule Poirot, #24)",3.95
5506,345524497,9780345524490,China Miéville,2011,Embassytown,Embassytown,3.86
5507,553582763,9780553582760,Dean Koontz,2002,By the Light of the Moon,By the Light of the Moon,3.84
5508,553212419,9780553212420,Arthur Conan Doyle,1927,"Sherlock Holmes: The Complete Novels and Stories, Volume I","Sherlock Holmes: The Complete Novels and Stories, Volume I",4.45
5509,60809086,9780060809090,Dorothy L. Sayers,1930,Strong Poison,"Strong Poison (Lord Peter Wimsey, #6)",4.14
5510,836220625,9780836220630,Gary Larson,1984,The Far Side Gallery,The Far Side Gallery,4.42
5511,373210698,9780373210700,Julie Kagawa,2013,The Eternity Cure,"The Eternity Cure (Blood of Eden, #2)",4.26
5512,425163717,9780425163720,J.D. Robb,1998,Holiday in Death,"Holiday in Death (In Death, #7)",4.31
5514,074349282X,9780743492830,Aron Ralston,2004,Between a Rock and a Hard Place,Between a Rock and a Hard Place,3.82
5515,345379063,9780345379060,David Gemmell,1984,Legend ,"Legend (The Drenai Saga, #1)",4.25
5517,330418882,9780330418880,Meg Cabot,2004,"Every Boy's Got One (Boy, #3)","Every Boy's Got One (Boy, #3)",3.77
5518,451166604,9780451166610,Ann Rule,1987,Small Sacrifices: A True Story of Passion and Murder,Small Sacrifices: A True Story of Passion and Murder,4.2
5520,811874559,9780811874560,"Avery Monsen, Jory John",2010,All My Friends Are Dead,All My Friends Are Dead,4.24
5521,1405038160,9781405038160,Matthew Reilly,2007,The Six Sacred Stones,"The Six Sacred Stones (Jack West Jr, #2)",4.16
5522,051512317X,9780515123170,Nora Roberts,1998,Rising Tides (Chesapeake Bay Saga #2),"Rising Tides (Chesapeake Bay Saga, #2)",4.16
5523,1421506130,9781421506140,Tite Kubo,2004,Bleach―ブリーチ― 15,"Bleach, Volume 15",4.41
5524,60727535,9780060727540,"Johnny Cash, Patrick   Carr",1997,Cash: The Autobiography of Johnny Cash,Cash,4.08
5525,6471250,9780006471260,Sidney Sheldon,1976,A Stranger in the Mirror,A Stranger In The Mirror,3.61
5526,375821821,9780375821820,Carl Hiaasen,2005,Flush,Flush,3.86
5527,679600213,9780679600210,"Isak Dinesen, Karen Blixen",1937,Out of Africa,Out of Africa,3.96
5528,743281632,9780743281640,Robert Crais,2007,The Watchman,"The Watchman (Elvis Cole, #11; Joe Pike, #1)",4.1
5529,1400067820,9781400067820,Nassim Nicholas Taleb,2012,Antifragile: Things That Gain from Disorder,Antifragile: Things That Gain from Disorder,4.04
5531,1451683405,9781451683400,Sam Harris,2012,Free Will,Free Will,3.83
5532,149262246X,9781492622470,Marieke Nijkamp,2016,This Is Where It Ends,This Is Where It Ends,3.63
5533,778324214,9780778324220,Rachel Vincent,2007,Stray,"Stray (Shifters, #1)",3.79
5534,316018600,9780316018610,Elin Hilderbrand,2008,A Summer Affair,A Summer Affair,3.66
5535,385737432,9780385737430,Rebecca Stead,2012,Liar & Spy,Liar & Spy,3.81
5536,142302392,9780142302390,"Brian Jacques, Gary Chalk",1991,Mariel of Redwall,"Mariel of Redwall (Redwall, #4)",3.96
5537,142003344,9780142003340,Steven Pinker,2002,The Blank Slate: The Modern Denial of Human Nature,The Blank Slate: The Modern Denial of Human Nature,4.07
5538,345496531,9780345496540,Peter F. Hamilton,2007,The Dreaming Void,The Dreaming Void,4.18
5539,545040566,9780545040560,Meg Cabot,2009,Being Nikki,"Being Nikki (Airhead, #2)",3.87
5540,743482859,9780743482850,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",1606,The Tragedie of Antony and Cleopatra,Antony and Cleopatra,3.67
5541,689839081,9780689839080,Margaret Peterson Haddix,2001,"Among the Impostors (Shadow Children, #2)","Among the Impostors (Shadow Children, #2)",4.05
5542,1442413174,9781442413180,Christopher Pike,2010,The Eternal Dawn,"Thirst No. 3: The Eternal Dawn (Thirst, #3)",4.14
5543,743442849,9780743442850,Zane,1998,Addicted,Addicted,4.26
5544,765329581,9780765329580,Kristen Simmons,2012,Article 5,"Article 5 (Article 5, #1)",3.78
5545,312241356,9780312241350,"Randy Shilts, William Greider",1987,"And the Band Played On: Politics, People, and the AIDS Epidemic","And the Band Played On: Politics, People, and the AIDS Epidemic",4.37
5547,440244447,9780440244450,Lara Adrian,2008,Midnight Rising,"Midnight Rising (Midnight Breed, #4)",4.23
5548,60534044,9780060534040,Karin Slaughter,2002,Kisscut,"Kisscut (Grant County, #2)",4.12
5550,747549923,9780747549920,"Hubert Selby Jr., Gilbert Sorrentino",1964,Last Exit to Brooklyn,Last Exit to Brooklyn,3.94
5551,571207766,9780571207760,"Mario Vargas Llosa, Edith Grossman",2000,La fiesta del chivo,The Feast of the Goat,4.22
5552,439755204,9780439755210,Jordan Sonnenblick,2004,"Drums, Girls & Dangerous Pie","Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)",4.25
5553,1439172560,9781439172570,Miranda July,2015,The First Bad Man,The First Bad Man,3.58
5554,886776066,9780886776060,Tad Williams,1993,To Green Angel Tower (Storm),"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3; Part 2)",4.19
5556,1400097029,9781400097030,John Banville,2005,The Sea,The Sea,3.49
5557,316405345,9780316405350,"James Patterson, David Ellis",2014,Invisible,Invisible,4.05
5558,425210758,9780425210760,Dean Koontz,1993,Mr. Murder,Mr. Murder,3.72
5559,316074144,9780316074150,Gail Carriger,2010,Changeless,"Changeless (Parasol Protectorate, #2)",4.0
5560,812505182,9780812505180,L.E. Modesitt Jr.,1991,The Magic of Recluce,The Magic of Recluce (The Saga of Recluce #1),3.84
5561,451211030,9780451211030,John Jakes,1974,"The Bastard (Kent Family Chronicles, Vol. 1)","The Bastard (Kent Family Chronicles, #1)",4.09
5562,1594745765,9781594745770,Ben H. Winters,2012,The Last Policeman,"The Last Policeman (The Last Policeman, #1)",3.76
5563,345487133,9780345487130,George R. Stewart,1949,Earth Abides,Earth Abides,3.96
5564,446608378,9780446608370,"Douglas Preston, Lincoln Child",1999,Thunderhead,Thunderhead,4.09
5565,316106534,9780316106540,Darren Shan,2002,"Allies of the Night (Cirque Du Freak, Book 8)","Allies of the Night (Cirque du Freak, #8)",4.19
5566,425241505,9780425241510,Thea Harrison,2011,Dragon bound,"Dragon Bound (Elder Races, #1)",4.13
5567,553269216,9780553269220,L.M. Montgomery,1919,Rainbow Valley,"Rainbow Valley (Anne of Green Gables, #7)",4.0
5568,843955848,9780843955840,Stephen King,2005,The Colorado Kid,The Colorado Kid (Hard Case Crime #13),3.28
5569,194232638,9780194232630,"Diane Mowat, W.W. Jacobs",1902,The Monkey's Paw,The Monkey's Paw (Oxford Bookworms),3.85
5570,553297260,9780553297260,John Saul,1991,Darkness,Darkness,3.92
5571,157683932X,9781576839320,"Jerry Bridges, Foster W. Cline, Jim Fay",1978,The Pursuit of Holiness,The Pursuit of Holiness,4.28
5572,380811081,9780380811080,Lisa Kleypas,2004,Again the Magic ,"Again the Magic (Wallflowers, #0)",4.05
5573,61093327,9780061093330,Anne Rivers Siddons,1998,Low Country,Low Country,3.96
5574,385737637,9780385737630,Jennifer Donnelly,2010,Revolution,Revolution,4.02
5575,345451325,9780345451320,Eric S. Nylund,2001,The Fall of Reach,Halo: The Fall of Reach,4.25
5577,446324825,9780446324820,Frank De Felitta,1975,Audrey Rose,Audrey Rose,3.86
5578,110194661X,9781101946620,Nathan  Hill,2016,The Nix,The Nix,4.12
5579,61935107,9780061935110,Sophie Jordan,2011,Vanish,"Vanish (Firelight, #2)",3.95
5580,836218523,9780836218530,Bill Watterson,1989,The Calvin and Hobbes Lazy Sunday Book,The Calvin and Hobbes Lazy Sunday Book,4.66
5581,809510839,9780809510830,J. Sheridan Le Fanu,1872,Carmilla,Carmilla,3.83
5582,439436567,9780439436560,Garth Nix,2004,Drowned Wednesday,"Drowned Wednesday (The Keys to the Kingdom, #3)",3.85
5583,375829830,9780375829830,Melina Marchetta,2003,Saving Francesca,Saving Francesca,3.97
5585,316224189,9780316224180,"James Patterson, Maxine Paetro",2012,Confessions of a murder suspect,"Confessions of a Murder Suspect (Confessions, #1)",3.89
5586,1401205011,9781401205010,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2005,Y: The Last Man Vol. 6: Girl on Girl,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",4.21
5587,307394956,9780307394960,Chris Bohjalian,2008,Skeletons at the Feast,Skeletons at the Feast,3.99
5588,449221490,9780449221500,Sue Grafton,1994,L is for Lawless,"L is for Lawless (Kinsey Millhone, #12)",3.91
5589,440420059,9780440420060,Jerry Spinelli,2003,Milkweed,Milkweed,4.0
5590,60283262,9780060283260,"Laura Joffe Numeroff, Felicia Bond",2000,If You Give a Pig a Party (If You Give...),If You Give a Pig a Party,4.22
5591,140157727,9780140157730,William Gibson,1993,Virtual Light,"Virtual Light (Bridge, #1)",3.84
5592,61719544,9780061719550,Craig Ferguson,2009,American on Purpose,American on Purpose: The Improbable Adventures of an Unlikely Patriot,3.96
5593,1401303382,9781401303390,Michael J. Fox,2008,Always Looking Up: The Adventures of an Incurable Optimist,Always Looking Up: The Adventures of an Incurable Optimist,3.82
5594,61852058,9780061852050,Sarah MacLean,2010,Nine Rules to Break When Romancing a Rake,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",4.08
5595,316185906,9780316185900,Charlotte Rogan,2012,The Lifeboat,The Lifeboat,3.2
5596,781805503,9780781805510,"Henryk Sienkiewicz, W.S. Kuniczak",1895,Quo vadis?,Quo Vadis,4.13
5597,62235796,9780062235790,Amy Ewing,2014,The Jewel,"The Jewel (The Lone City, #1)",3.86
5598,439672449,9780439672440,Chris d'Lacey,2001,The Fire Within,"The Fire Within (The Last Dragon Chronicles, #1)",3.76
5599,586203818,9780586203810,"Raymond E. Feist, Janny Wurts",1990,"Servant of the Empire (The Empire Trilogy, #2)","Servant of the Empire (The Empire Trilogy, #2)",4.27
5600,515144592,9780515144600,Nora Roberts,2008,The Hollow,"The Hollow (Sign of Seven, #2)",4.11
5601,590259385,9780590259380,"Deborah Guarino, Steven Kellogg",1989,Is Your Mama A Llama?,Is Your Mama a Llama?,4.16
5602,1476792496,9781476792490,Anna Todd,2013,After We Collided,"After We Collided (After, #2)",3.73
5603,385535635,9780385535630,Jacob Tomsky,2012,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality","Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",3.54
5604,067975833X,9780679758330,Tony Horwitz,1998,Confederates in the Attic: Dispatches from the Unfinished Civil War,Confederates in the Attic: Dispatches from the Unfinished Civil War,4.08
5606,3822835536,9783822835530,"Robert Descharnes, Gilles Néret",1994,Dali: The Paintings,Dali: The Paintings,4.17
5607,1416505067,9781416505070,Matthew Reilly,2005,Seven Ancient Wonders,"Seven Deadly Wonders (Jack West Jr, #1)",4.08
5609,345443586,9780345443590,Laurell K. Hamilton,2006,Mistral's Kiss,"Mistral's Kiss (Merry Gentry, #5)",4.03
5611,044640098X,9780446400980,Larissa Ione,2009,Desire Unchained (Shadow Lover),Desire Unchained (Demonica #2),4.25
5612,399146261,9780399146270,"Dean Koontz, Leigh Nichols",2000,Cold Fire ; Hideaway; The Key to Midnight,Cold Fire / Hideaway / The Key to Midnight,4.16
5613,765327821,9780765327830,Dan Wells,2009,"I Am Not A Serial Killer (John Cleaver, #1)","I Am Not A Serial Killer (John Cleaver, #1)",3.77
5614,1476789258,9781476789260,Laura Dave,2015,Eight Hundred Grapes,Eight Hundred Grapes,3.58
5615,044900578X,9780449005780,Fannie Flagg,1998,"Welcome to the World, Baby Girl!","Welcome to the World, Baby Girl! (Elmwood Springs, #1)",3.84
5616,393318680,9780393318680,Irvine Welsh,1998,Filth,Filth,3.76
5617,316066346,9780316066340,Lori Lansens,2005,The Girls,The Girls,3.79
5618,345543009,9780345543000,Janet Evanovich,2016,Turbo Twenty-Three,"Turbo Twenty-Three (Stephanie Plum, #23)",3.75
5619,446618675,9780446618670,Sandra Brown,1999,The Alibi,The Alibi,4.03
5620,62088149,9780062088150,Wiley Cash,2012,A Land More Kind Than Home,A Land More Kind Than Home,3.84
5621,590224735,9780590224730,Ann M. Martin,1986,Kristy's Great Idea,"Kristy's Great Idea (The Baby-Sitters Club, #1)",3.94
5624,1400031540,9781400031540,"Henning Mankell, Steven T. Murray",1996,Den femte kvinnan,"The Fifth Woman (Kurt Wallander, #6)",4.02
5625,1594489998,9781594489990,Sarah Vowell,2008,The Wordy Shipmates,The Wordy Shipmates,3.66
5626,140443150,9780140443160,"Guy de Maupassant, Douglas Parmée",1885,Bel-Ami,Bel-Ami,3.81
5627,226500667,9780226500670,Norman Maclean,1976,A River Runs Through It and Other Stories,A River Runs Through It and Other Stories,4.17
5628,1451616880,9781451616880,"María Dueñas, Daniel Hahn",2009,El tiempo entre costuras,The Time in Between,4.04
5630,425190455,9780425190460,William Gibson,1996,Idoru,Idoru (Bridge #2),3.78
5631,373777922,9780373777920,Kristan Higgins,2013,The Best Man,"The Best Man (Blue Heron, #1)",3.93
5632,64473457,9780064473450,Diana Wynne Jones,1990,Castle in the Air,"Castle in the Air (Howl's Moving Castle, #2)",3.93
5633,545298407,9780545298410,Jude Watson,2011,A King's Ransom,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, #2)",4.14
5634,1594202435,9781594202440,Deborah Blum,2010,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,4.0
5635,1523662441,9781523662450,Penelope Ward,2016,RoomHate,RoomHate,4.07
5636,1416960597,9781416960590,Elizabeth Scott,2008,Living Dead Girl,Living Dead Girl,3.83
5637,938077872,9780938077880,"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",-500,धर्मपद [Dhammapada],The Dhammapada,4.29
5639,671028367,9780671028370,Kathy Reichs,2000,Deadly Décisions,"Deadly Decisions (Temperance Brennan, #3)",3.93
5640,812995821,9780812995820,Brené Brown,2015,Rising Strong,Rising Strong,4.19
5641,385344031,9780385344040,Alan Bradley,2013,Speaking from Among the Bones,"Speaking from Among the Bones (Flavia de Luce, #5)",4.17
5642,316018775,9780316018780,"James Patterson, Maxine Paetro",2009,Swimsuit,Swimsuit,3.63
5643,842371516,9780842371510,Elisabeth Elliot,1956,Through Gates of Splendor,Through Gates of Splendor,4.38
5645,316213071,9780316213070,Holly Black,2015,The Darkest Part of the Forest,The Darkest Part of the Forest,3.91
5646,380794470,9780380794480,Susan Elizabeth Phillips,1998,Dream a Little Dream,"Dream a Little Dream (Chicago Stars, #4)",4.18
5648,312144075,9780312144070,Gail Tsukiyama,1994,The Samurai's Garden,The Samurai's Garden,4.12
5650,804177996,9780804177990,Julia Heaberlin,2015,Black-Eyed Susans,Black-Eyed Susans,3.78
5652,1416971777,9781416971770,"Scott Westerfeld, Keith Thompson",2011,Goliath,"Goliath (Leviathan, #3)",4.25
5653,1421506718,9781421506720,"Akira Amano, JN Productions, Frances E. Wall",2004,家庭教師ヒットマンREBORN! 1,"Reborn! Vol. 01: Reborn Arrives! (Reborn!, #1)",4.22
5655,425180964,9780425180970,Tom Clancy,2000,The Bear and the Dragon,"The Bear and the Dragon (Jack Ryan Universe, #11)",3.79
5656,399158987,9780399158990,Sue Grafton,2013,W is for Wasted,"W is for Wasted (Kinsey Millhone, #23)",3.86
5657,1584790830,9781584790840,Alton Brown,2002,I'm Just Here for the Food: Food + Heat = Cooking,I'm Just Here for the Food: Food + Heat = Cooking,4.21
5658,312335288,9780312335280,James Herriot,1976,Vets Might Fly and Vet in a Spin,All Things Wise and Wonderful,4.39
5659,312934327,9780312934320,Sherrilyn Kenyon,2005,Sins of the Night,Sins of the Night (Dark-Hunter #7),4.18
5660,1595143998,9781595143990,Beth Revis,2013,Shades of Earth,"Shades of Earth (Across the Universe, #3)",4.11
5661,1416509631,9781416509640,Ursula K. Le Guin,1990,Tehanu,"Tehanu (Earthsea Cycle, #4)",3.89
5662,62217070,9780062217070,Amy Tintera,2013,Reboot,"Reboot (Reboot, #1)",3.92
5663,1594486638,9781594486630,Carrie Brownstein,2015,Hunger Makes Me a Modern Girl,Hunger Makes Me a Modern Girl,3.88
5664,1400067669,9781400067660,Jon Meacham,2012,Thomas Jefferson: The Art of Power,Thomas Jefferson: The Art of Power,3.99
